1562975295722,null,329,presistor_remote0,329
1562975295722,null,0,ledIndicator,0
1562975295722,null,1,garageRelay,1
1562975295722,null,1,relay2,1
1562975295722,null,60.25,humidity_local,60.25
1562975295722,null,20.0,temp_remote0,20.0
1562975295722,null,21.50,temp_local,21.50
1562975305724,null,21.50,temp_local,21.50
1562975305724,null,331,presistor_remote0,331
1562975305724,null,0,ledIndicator,0
1562975305724,null,1,garageRelay,1
1562975305724,null,1,relay2,1
1562975305724,null,60.25,humidity_local,60.25
1562975305724,null,20.0,temp_remote0,20.0
1562975305724,null,47,humidity_remote0,47
1562975315728,null,21.50,temp_local,21.50
1562975315728,null,312,presistor_remote0,312
1562975315728,null,0,ledIndicator,0
1562975315728,null,1,garageRelay,1
1562975315728,null,1,relay2,1
1562975315728,null,60.25,humidity_local,60.25
1562975315728,null,20.0,temp_remote0,20.0
1562975315728,null,47,humidity_remote0,47
1562975325730,null,21.50,temp_local,21.50
1562975325730,null,306,presistor_remote0,306
1562975325730,null,0,ledIndicator,0
1562975325730,null,1,garageRelay,1
1562975325730,null,1,relay2,1
1562975325730,null,60.25,humidity_local,60.25
1562975325730,null,20.0,temp_remote0,20.0
1562975325730,null,47,humidity_remote0,47
1562975335732,null,60.25,humidity_local,60.25
1562975335732,null,325,presistor_remote0,325
1562975335732,null,0,ledIndicator,0
1562975335732,null,47,humidity_remote0,47
1562975335732,null,1,relay2,1
1562975335732,null,21.50,temp_local,21.50
1562975335732,null,20.0,temp_remote0,20.0
1562975335732,null,1,garageRelay,1
1562975345734,null,21.50,temp_local,21.50
1562975345734,null,329,presistor_remote0,329
1562975345734,null,0,ledIndicator,0
1562975345734,null,1,garageRelay,1
1562975345734,null,1,relay2,1
1562975345734,null,60.25,humidity_local,60.25
1562975345734,null,20.0,temp_remote0,20.0
1562975345734,null,47,humidity_remote0,47
1562975355736,null,21.50,temp_local,21.50
1562975355736,null,305,presistor_remote0,305
1562975355736,null,0,ledIndicator,0
1562975355736,null,47,humidity_remote0,47
1562975355736,null,1,relay2,1
1562975355736,null,60.25,humidity_local,60.25
1562975355736,null,20.0,temp_remote0,20.0
1562975355736,null,1,garageRelay,1
1562975365738,null,21.50,temp_local,21.50
1562975365738,null,321,presistor_remote0,321
1562975365738,null,20.0,temp_remote0,20.0
1562975365738,null,1,garageRelay,1
1562975365738,null,1,relay2,1
1562975365738,null,60.25,humidity_local,60.25
1562975365738,null,0,ledIndicator,0
1562975365738,null,47,humidity_remote0,47
1562975375740,null,21.50,temp_local,21.50
1562975375740,null,333,presistor_remote0,333
1562975375740,null,0,ledIndicator,0
1562975375740,null,47,humidity_remote0,47
1562975375740,null,1,relay2,1
1562975375740,null,60.25,humidity_local,60.25
1562975375740,null,20.0,temp_remote0,20.0
1562975375740,null,1,garageRelay,1
1562975385744,null,47,humidity_remote0,47
1562975385744,null,314,presistor_remote0,314
1562975385744,null,0,ledIndicator,0
1562975385744,null,1,garageRelay,1
1562975385744,null,1,relay2,1
1562975385744,null,60.25,humidity_local,60.25
1562975385744,null,20.0,temp_remote0,20.0
1562975385744,null,21.50,temp_local,21.50
1562975395743,null,21.50,temp_local,21.50
1562975395743,null,310,presistor_remote0,310
1562975395743,null,0,ledIndicator,0
1562975395743,null,1,garageRelay,1
1562975395743,null,1,relay2,1
1562975395743,null,60.25,humidity_local,60.25
1562975395743,null,20.0,temp_remote0,20.0
1562975395743,null,47,humidity_remote0,47
1562975405745,null,20.0,temp_remote0,20.0
1562975405745,null,333,presistor_remote0,333
1562975405745,null,0,ledIndicator,0
1562975405745,null,1,garageRelay,1
1562975405745,null,1,relay2,1
1562975405745,null,60.25,humidity_local,60.25
1562975405745,null,21.50,temp_local,21.50
1562975405745,null,47,humidity_remote0,47
1562975415746,null,47,humidity_remote0,47
1562975415746,null,313,presistor_remote0,313
1562975415746,null,0,ledIndicator,0
1562975415746,null,1,garageRelay,1
1562975415746,null,1,relay2,1
1562975415746,null,60.25,humidity_local,60.25
1562975415746,null,20.0,temp_remote0,20.0
1562975415746,null,21.50,temp_local,21.50
1562975425748,null,21.50,temp_local,21.50
1562975425748,null,306,presistor_remote0,306
1562975425748,null,0,ledIndicator,0
1562975425748,null,47,humidity_remote0,47
1562975425748,null,1,relay2,1
